nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
359,55,0.10,1.09,208,Simeonton,6
321,57,0.11,1.2,400,Port Javonte,9
277,52,0.10,4.04,142,East Vicentafort,5
176,64,0.11,2.67,362,South Casimirfurt,10
147,35,0.11,0.31,974,Kovacekville,5
159,80,0.09,2.52,488,North Jasmin,9
204,70,0.09,3.04,39,Lake Aglae,5
321,53,0.12,3.34,473,South Lindaport,4
88,73,0.08,0.78,442,Hardyport,9
222,51,0.11,1.42,366,New Keshawn,4
335,42,0.11,2.7,876,Busterberg,5
228,24,0.1,1.54,619,Jeromeberg,2
272,57,0.11,1.81,308,Kennaborough,9
184,80,0.09,4.07,821,Noemifort,7
243,34,0.12,0.99,774,Devenhaven,5
342,34,0.08,4.54,958,O'Reillyport,7
307,28,0.11,3.28,912,East Danial,5
286,56,0.09,1.17,297,West Treyhaven,6
176,41,0.10,4.27,47,Jayneborough,8
240,53,0.10,4.3,370,Port Adeliaside,8
209,77,0.08,2.68,750,Perrymouth,8
88,72,0.08,0.44,185,North Grayson,3
272,45,0.08,1.74,957,North Novastad,7
124,36,0.10,2.9,318,New Camrynside,8
309,51,0.11,0.79,824,Anashire,3
168,36,0.08,1.03,418,Ritchieville,4
131,24,0.10,1.86,979,Nicolettemouth,4
107,72,0.12,0.91,171,North Kevinchester,7
76,25,0.09,3.79,473,Chesleyland,9
79,75,0.09,3.45,327,New Verdaburgh,2
229,32,0.12,1.95,763,Schusterfurt,10
205,27,0.12,1.45,908,Lake Keithfort,6
151,40,0.11,0.61,776,McClureville,9
287,38,0.11,0.07,418,Kesslerfort,5
62,28,0.09,4.72,258,Braunshire,2
160,52,0.11,3.36,496,Kadenport,7
254,59,0.10,0.55,774,North Emmanuellechester,4
141,42,0.12,1.34,133,Batzburgh,2
63,70,0.11,3.81,311,Agustinfurt,10
300,79,0.12,4.83,898,Jessicamouth,6
65,25,0.13,0.38,823,West Brandt,8
259,56,0.09,0.59,944,North Adolf,10
179,23,0.12,2.8,299,Walshside,6
108,77,0.1,1,847,North Londonport,10
293,33,0.12,0.45,189,Lake Nichole,5
289,37,0.10,3.82,955,South Sheridanmouth,8
163,39,0.13,1.8,525,Port Alvinamouth,10
282,39,0.08,0.45,400,Emmerichchester,4
118,77,0.11,3.7,335,Johnsonfort,3
170,24,0.08,0.47,589,Elenorton,10
264,76,0.09,4.73,206,North Kurtisville,3
112,73,0.10,4.78,948,Alfredport,4
185,66,0.11,3.79,459,West Patience,2
111,75,0.11,3.07,579,Lake Cullen,5
318,47,0.09,4,521,Lake Dariusburgh,9
113,54,0.09,4.57,841,North Lindseyland,9
342,64,0.09,3.1,228,North Travisview,7
277,22,0.12,1.75,593,O'Connellbury,8
68,41,0.10,3.49,506,Port Bethanyport,6
157,33,0.10,3.08,538,Nedbury,6
260,43,0.08,1.78,652,South Novellastad,7
246,78,0.09,1.3,317,Lake Reuben,2
216,66,0.10,2.1,48,South Maximillianport,6
66,34,0.09,2.2,273,New Muhammadbury,3
268,41,0.08,3.4,839,Port Koreystad,6
202,46,0.12,4.71,502,North Sebastianside,8
293,47,0.09,0.9,351,Port Elizamouth,2
225,66,0.08,3.49,37,Gleichnerport,5
81,56,0.10,0.5,941,New Whitney,10
136,52,0.11,2.83,501,West Jeradhaven,2
352,50,0.09,2.81,424,Elissachester,3
102,77,0.12,1.17,706,North Jeanettefort,5
207,69,0.10,2.61,948,East Gloria,4
111,41,0.12,4.89,27,Abernathymouth,6
232,66,0.12,1.64,182,Lake Londonmouth,5
160,35,0.12,1.66,191,Jamesonchester,8
346,69,0.11,2.99,688,Porterview,4
252,75,0.09,3.35,959,West Sonny,2
193,68,0.10,0.69,26,Mariahville,10
260,56,0.08,2.68,801,Port Katlynn,6
156,44,0.11,1.94,27,North Lukasfort,4
348,33,0.10,3,91,South Arvidshire,6
114,39,0.11,3.5,580,Port Andreanne,3
239,38,0.11,1.04,184,Lake Jaydonfort,10
92,27,0.12,3.61,816,Johnsonland,6
249,65,0.11,4.67,238,Elvisport,2
242,73,0.08,1.33,786,Jayceborough,3
239,45,0.09,2.08,903,Lake Brisa,7
61,70,0.11,0.33,937,Lake Landenville,10
79,69,0.09,0.74,803,North Tristianmouth,9
213,46,0.09,2.87,232,New Tavareston,4
121,33,0.11,2.81,912,Lake Abe,4
228,41,0.11,1,726,Presleystad,8
206,63,0.12,4.07,848,Lake Frederik,3
122,54,0.12,4.25,689,East Jerrodtown,3
263,50,0.10,0.38,907,Marcostown,4
291,48,0.10,1.38,390,Port Tito,2
270,71,0.08,0.09,148,North Viva,6
304,51,0.09,3.26,651,Port Lilly,9
61,49,0.09,2.7,510,Coleside,10
137,35,0.10,2.1,189,North Celine,10
318,69,0.08,4.31,305,Imeldachester,10
181,78,0.12,0.54,148,West Reyes,7
116,52,0.09,4.08,702,Millerchester,3
75,70,0.12,2.02,978,Marvinbury,7
77,62,0.09,0.79,984,Port Carol,2
163,78,0.08,2.27,628,Ratkeshire,2
304,64,0.12,3.48,820,Mannport,10
229,61,0.11,2.04,912,East Alexandre,6
232,47,0.10,1.69,359,Littleview,3
185,22,0.09,2.18,782,North Antonialand,5
334,52,0.10,3.79,630,Edwinaside,8
108,25,0.08,2.24,896,Lake Rachel,6
123,36,0.09,3.29,555,Eleonoreview,7
209,70,0.08,0.86,821,Port Mabel,10
321,30,0.08,3.23,922,Lemkestad,2
277,67,0.12,2.05,29,North Oda,3
263,75,0.11,4.44,464,Arvelmouth,2
121,79,0.09,3.54,327,Breanamouth,2
311,63,0.09,3.26,499,Lake Codychester,8
217,29,0.12,1.61,300,Roxaneshire,5
193,61,0.12,4.29,118,East Leonietown,6
191,67,0.08,0.36,290,Mariahaven,10
172,31,0.10,1.8,457,Harberview,8
217,62,0.09,2.03,358,Titoside,8
211,72,0.12,1.86,34,East Kaylee,8
195,21,0.11,0.26,656,D'Amoreview,9
302,42,0.10,2.24,711,Metzville,10
266,26,0.09,3.07,760,West Adriennebury,4
168,35,0.09,4.78,90,Niaburgh,7
272,35,0.08,3.39,799,North Darylchester,3
62,44,0.08,4.13,892,Lake Reynold,2
109,24,0.12,1.47,429,Kingfort,8
311,59,0.11,1.08,347,New Hailee,3
269,64,0.1,0.42,489,Jacquelynland,3
167,63,0.10,4.78,43,East Josefinaside,7
232,35,0.12,1.98,221,Satterfieldfurt,6
311,32,0.09,4.65,890,North Faestad,3
288,77,0.10,3.09,516,Kutchside,10
322,28,0.09,4.81,384,Lake Suzanneton,10
73,64,0.10,4.57,374,East Ellsworthton,8
210,59,0.08,2.28,422,North Lambertmouth,3
172,35,0.12,1.55,167,Port Shea,6
306,36,0.11,3.93,92,West Gordon,7
304,55,0.09,3.31,644,Nienowview,4
152,48,0.11,2.26,547,Mohrhaven,4
133,56,0.08,1.72,410,Rempelview,9
334,30,0.11,1.37,547,Margotshire,5
214,73,0.10,4.18,589,West Abagailborough,2
275,24,0.10,4.7,368,East Helga,10
260,65,0.08,2.3,454,Lake Maeve,5
209,31,0.10,4.08,87,Port Demarcusmouth,7
65,41,0.08,4.85,839,Port Bill,6
84,23,0.08,3.49,40,Mayaland,9
150,62,0.1,1.01,242,South Imelda,3
312,57,0.12,2.24,288,Sauerborough,4
192,36,0.09,4.24,437,Bellashire,2
91,28,0.10,4.92,346,New Antone,10
352,79,0.09,2.4,952,North Elodymouth,2
342,44,0.09,2.21,480,Thaliaview,2
179,54,0.12,1.84,243,Port Arvelfort,7
80,27,0.09,1.39,15,New Ashleefurt,5
297,61,0.10,1.19,793,Arvillaton,10
86,63,0.12,4.3,856,South Orlandofurt,3
108,26,0.08,2.92,909,West Zolaside,3
358,31,0.10,3.44,34,Altamouth,9
187,69,0.11,0.04,560,New Lydia,10
338,56,0.11,2.02,153,Daletown,6
317,24,0.10,0.68,951,Port Alessandra,2
79,34,0.08,0.58,689,Adaport,2
213,24,0.13,0.71,854,New Kennedyfort,9
318,34,0.11,3.19,719,Danielport,4
104,31,0.11,0.63,314,New Rebecca,6
305,32,0.08,0.99,114,Hellerchester,8
115,64,0.09,3.95,984,New Rickey,3
97,51,0.11,4.81,17,Quentinton,3
206,51,0.10,0.43,24,Marlenebury,3
99,75,0.11,3.1,689,Casperside,9
288,30,0.09,3.38,130,South Rosalia,4
189,46,0.09,4.65,229,East Billychester,6
118,59,0.09,3.75,530,Raeborough,2
194,37,0.10,4.5,385,Christiansenborough,6
115,53,0.11,3.79,759,New Josefaview,5
195,33,0.08,1.6,220,West Shawna,10
327,79,0.12,1.91,863,Rethahaven,8
142,45,0.10,0.84,84,East Camille,10
167,43,0.08,1.62,406,New Mariela,8
257,49,0.09,2.09,27,New Shane,6
194,32,0.08,4.9,998,East Daryl,6
186,33,0.12,3,558,Robbieton,6
176,65,0.1,0.68,838,Alysonchester,6
184,39,0.08,0.07,689,East Addison,4
280,51,0.09,0.79,760,Port Colinside,3
216,22,0.08,1.32,357,Reillyburgh,10
126,40,0.09,0.96,130,Lemkeport,10
246,39,0.1,3.2,93,Port Danielaville,7
116,27,0.08,0.84,173,Zoiestad,8
219,34,0.08,0.47,444,Abeville,6
77,26,0.12,1.87,908,North Matteoberg,3
199,22,0.12,2.07,304,Rodriguezville,7
275,76,0.10,4.48,520,New Brenden,6
75,63,0.10,0.29,195,East Glenda,3
95,24,0.09,0.38,637,Ullrichbury,7
216,78,0.11,0,840,New Ansleyland,7
239,44,0.11,0.7,284,Elverafort,3
188,57,0.1,4.33,499,Albertachester,3
333,32,0.11,1.85,535,South Jaquanborough,7
232,33,0.12,4.49,690,Greenfelderfurt,2
85,36,0.10,0.39,10,East Joesph,7
174,76,0.09,2.05,38,Pagacshire,7
174,52,0.08,4.41,514,South Theresemouth,8
232,33,0.08,0.92,509,Vestaborough,6
93,69,0.10,4.12,167,Port Tyrahaven,6
261,28,0.08,0.05,760,South Yazminville,8
335,76,0.08,4.71,424,Cruickshankfort,2
263,22,0.10,1.58,15,East Marquiseborough,2
245,28,0.08,4.62,168,North Juniusland,4
305,80,0.11,1.68,123,South Zoie,8
143,80,0.08,3.55,939,Port Andyfurt,9
292,26,0.11,0.3,190,Lake Missouritown,2
213,42,0.11,2.4,510,Chelsieport,8
99,35,0.09,2.09,954,Port Kamryn,3
206,57,0.10,3.86,575,Port Kentonbury,10
323,35,0.12,2.68,240,Austenborough,7
169,60,0.10,1.65,464,East Clay,5
70,46,0.12,2.5,321,Port Baby,6
347,22,0.12,4.49,661,Jovanbury,10
270,25,0.12,3.48,241,North Michaleshire,10
89,75,0.10,2.33,704,Paulmouth,10
309,27,0.08,3.87,127,North Lysanne,10
306,66,0.09,2.3,233,Kearaborough,5
114,59,0.09,2.5,319,Lake Palmaport,3
215,36,0.09,4.63,353,Barneytown,2
171,22,0.11,3.29,13,Abbottbury,8
347,30,0.12,1.86,138,West Alvis,2
285,72,0.12,2.81,36,West Rhodamouth,5
325,58,0.11,2.96,642,Port Martyville,2
252,26,0.09,1.63,694,Croninview,8
169,41,0.08,2.03,466,Schmelerberg,5
72,47,0.08,3.21,276,Lake Roxane,5
100,38,0.10,3.52,416,Port Kadin,3
308,35,0.11,3.03,178,North Mortimer,9
111,59,0.08,3.17,335,O'Konton,7
106,57,0.08,4.47,162,East Johannport,6
236,42,0.09,1.23,552,New Zoilafurt,4
161,24,0.10,2.16,645,Olsonbury,9
285,53,0.11,2.94,362,Dellfort,9
323,32,0.08,3.13,17,East Jazlyn,10
279,53,0.10,0.47,313,Baronville,8
152,72,0.10,4.79,211,South Albertahaven,4
302,56,0.08,1.49,653,South Rosalindtown,3
114,49,0.10,1.63,340,North Hertaberg,7
337,37,0.08,0.77,83,South Tobyside,3
96,37,0.10,3.41,368,Port Antonia,3
314,63,0.10,0.24,355,Vernerport,5
185,24,0.09,3.25,252,East Theo,6
350,53,0.10,2.2,505,New Ethelmouth,3
126,73,0.08,0.16,724,Maggiofurt,10
197,65,0.08,3.35,887,South Harmony,2
263,59,0.11,0.88,949,New Moshe,10
128,43,0.10,2.12,887,Strosinview,5
303,27,0.09,1.78,70,Port Braedenton,5
248,37,0.10,0.36,464,Port Donavonshire,2
184,70,0.12,3.08,118,Port Evelyn,3
249,76,0.09,1.13,218,East Websterview,10
212,57,0.11,1.32,270,West Prudence,9
107,35,0.09,4.87,235,North Alene,5
284,80,0.11,3.75,52,Willview,3
357,42,0.11,0.15,81,Autumnhaven,8
244,66,0.10,2.83,412,Juwanburgh,9
83,80,0.11,4.02,186,North Luella,7
323,72,0.08,2.37,658,Morissettemouth,8
242,34,0.08,4.82,849,Port Calebury,8
225,43,0.12,0.91,993,Lake Paulaberg,2
221,42,0.11,4.79,708,North Jarodton,3
312,63,0.08,2.35,490,South Royal,6
311,25,0.09,3.12,221,Zionshire,7
174,32,0.12,0.88,130,Rileystad,6
89,73,0.1,0.32,532,Willbury,3
339,70,0.12,1.23,206,Sanfordmouth,2
217,46,0.11,1.03,856,West Evan,2
247,35,0.09,4.66,876,Lake Faustino,10
80,63,0.12,1.6,164,North Vinniemouth,2
276,73,0.12,3.8,259,Lake Francisco,10
114,36,0.08,3.47,978,East Adam,6
63,47,0.10,0.08,803,East Florencechester,4
259,37,0.12,3.69,932,Huelville,9
289,66,0.12,2.58,764,North Zelma,3
329,61,0.12,1.8,331,Javonville,10
161,55,0.11,2.6,482,North Adelinehaven,3
246,73,0.10,2.44,189,Sawaynside,8
302,36,0.11,2.99,317,Port Alejandrinmouth,2
334,42,0.10,1.47,93,New Neha,8
133,74,0.10,4.08,820,South Tobymouth,3
113,33,0.11,2.42,545,New Camrynmouth,2
333,77,0.09,0.58,785,East Webster,5
214,63,0.12,3.94,363,Bayerburgh,2
199,35,0.08,1.77,326,North Beulah,10
166,63,0.12,0.55,272,North Carrollside,2
208,63,0.08,2.63,28,Port Wyatt,7
274,71,0.12,1.33,648,Jonesland,5
104,69,0.08,3.93,982,South Rogers,2
114,52,0.10,3.84,840,West Kareemmouth,2
71,44,0.10,4.82,484,Trudiefurt,6
346,48,0.10,3.84,178,New Addisonfort,2
140,60,0.10,3.52,255,North Saulbury,3
135,72,0.09,4.23,503,South Gage,5
137,46,0.11,4.17,869,Emilioborough,4
317,55,0.08,0.03,390,Shyannmouth,4
171,67,0.10,4.33,550,North Brook,7
305,79,0.08,2.74,597,Alyshamouth,5
336,39,0.11,3.41,718,West Luluborough,2
127,29,0.09,2.59,157,South Jeramie,5
92,75,0.11,1.13,678,South Lexieborough,9
303,34,0.10,4.48,52,Adelinetown,4
204,45,0.11,4.15,463,Lake Eldon,7
359,72,0.09,3.96,790,Kuhnland,6
147,72,0.09,3.15,641,North Berthaville,7
96,28,0.12,0.89,342,North Ronny,9
194,57,0.10,3.44,900,Reynoldschester,9
277,57,0.09,3.82,921,East Fidel,8
86,65,0.08,1.51,777,West Norrisfurt,5
218,37,0.09,3.4,243,Ritchiestad,4
360,34,0.12,3.79,519,Alanisfurt,10
286,78,0.10,3.77,304,Quitzonhaven,9
194,75,0.12,3.51,816,Marciatown,4
263,28,0.10,0.62,245,Lake Sheastad,6
82,39,0.10,2.67,965,East Lillie,8
130,23,0.09,2.39,733,Moenmouth,7
340,40,0.09,2.29,646,North Vivien,7
167,59,0.09,2.89,8,New Kadenport,10
303,36,0.08,4.24,840,Port Arne,8
329,36,0.10,1.93,554,West Renefort,9
253,28,0.09,4.31,689,Rafaelview,9
250,63,0.08,1.37,192,West Beverly,6
312,38,0.11,2.81,282,Zemlakton,3
260,53,0.09,4.32,127,Port Hunter,9
250,74,0.12,2.91,82,Elinorebury,6
201,57,0.11,3.14,794,South Freddyville,10
352,22,0.11,3.15,308,Port Hilarioberg,8
228,80,0.11,2.44,221,East Moshe,2
263,80,0.08,1.16,460,Port Jace,4
124,75,0.09,3.8,84,New Gregfurt,5
131,61,0.09,2.76,310,East Jade,2
293,80,0.08,4.76,828,Kassulketon,2
145,29,0.11,4.52,554,Gloverstad,7
305,44,0.09,0.63,144,Port Omaton,7
307,67,0.10,4.55,82,Louisaton,7
264,48,0.11,1.53,437,South Alanna,3
122,48,0.11,0.14,374,Susanaberg,5
238,46,0.08,2.41,756,South Lillianview,3
224,38,0.11,2.51,897,North Mina,9
185,66,0.12,3.04,776,Lake Marcella,7
242,25,0.11,0.89,424,South Erikborough,3
328,79,0.09,4.29,436,Agustinfort,7
127,32,0.12,0.97,899,Amberborough,10
149,43,0.09,0.65,184,East Scotborough,9
301,57,0.08,4.47,188,Bechtelarton,8
73,49,0.11,4.91,68,Furmanbury,9
339,75,0.09,0.06,401,East Maritzafort,7
275,74,0.12,2.17,192,East Laisha,2
244,58,0.12,3.27,725,Lake Devantemouth,8
163,33,0.08,4.36,628,East Stewart,2
319,47,0.11,0.98,544,New Lolita,8
69,53,0.11,0.22,662,South Janessafort,5
203,48,0.08,2.86,144,North Lavinia,9
193,73,0.09,1.38,164,New Wilfredport,6
251,61,0.10,4.03,18,Port Maudie,5
242,54,0.10,0.74,746,East Elisha,3
289,59,0.08,3.95,406,Dorrisfort,8
177,40,0.10,4.82,837,South Tyrell,8
355,74,0.09,2.08,65,Lake Nealland,8
68,41,0.10,2.33,813,Wiegandside,3
145,30,0.12,4.55,39,Lake Shanafurt,5
189,54,0.09,3.06,874,East Pansy,8
183,26,0.09,4.73,157,North Fleta,9
256,47,0.10,1.76,712,North Parisburgh,8
308,34,0.12,1.05,81,East Roxanneland,10
266,27,0.11,3.23,421,Mohrport,5
73,49,0.09,0.2,828,Ryanfurt,4
326,34,0.10,4.05,900,Corwinland,2
321,24,0.09,4.3,73,Ernatown,10
221,50,0.10,3.41,875,Matildestad,3
148,42,0.09,4.52,370,Stantonport,8
223,29,0.08,3.68,949,East Orrinshire,10
347,78,0.11,0.19,76,East Alda,7
146,74,0.12,3.46,161,Eichmannfort,8
219,37,0.11,4.16,331,West Oceane,10
347,35,0.12,2.14,266,Devontown,8
272,54,0.09,1.72,859,East Monserratfurt,5
139,62,0.09,0.75,892,Strackemouth,3
157,39,0.12,2.44,724,West Luther,3
254,29,0.12,3.82,688,New Alberg,10
243,39,0.08,0.66,74,North Marquisborough,10
353,76,0.08,1.68,510,North Jensenton,3
263,65,0.10,2.23,309,Port Savanahmouth,9
330,40,0.08,1.18,356,New Caryberg,5
73,36,0.10,0.64,476,North Lorenz,7
160,59,0.10,0.01,1,North Connor,3
268,60,0.10,1.13,630,Hermannland,9
218,77,0.12,2.88,128,Geovanyside,9
253,68,0.12,4.15,622,Tadland,4
127,77,0.11,3.53,821,North Jess,10
76,39,0.10,2.29,374,Svenland,9
120,63,0.12,4.2,802,South Bethelmouth,6
71,28,0.10,2.92,341,New Deanland,3
142,28,0.08,3.16,72,New Leonardo,9
161,31,0.08,2.44,793,West Janeburgh,10
198,72,0.08,2.31,929,Jaimeborough,10
359,47,0.11,2.92,63,Orlomouth,3
100,37,0.08,3.73,44,Lake Graciela,10
62,27,0.12,4.89,848,Lake Jeffrey,9
269,78,0.12,0.83,803,Priceton,6
204,64,0.09,0.75,289,Naderstad,4
313,35,0.10,4.67,647,Port Kaliberg,9
166,44,0.11,1.34,540,Port Madilyn,2
336,21,0.09,1.88,901,New Vivien,8
141,68,0.11,0.87,296,New Arely,10
229,35,0.08,3,301,Hettingerside,6
273,28,0.10,2.25,420,Ariannaport,10
222,23,0.11,3.34,393,Johathanville,8
263,33,0.11,1.05,892,Christopshire,2
283,49,0.12,0.34,996,East Kylaton,6
88,65,0.12,2.66,302,Nathenton,7
212,63,0.11,1.95,964,Grimesview,5
264,75,0.12,1.26,77,Marianostad,5
272,36,0.12,0.82,638,Hesselborough,9
140,71,0.09,2.68,494,Nikolausfurt,9
113,66,0.08,0.72,562,Medhurstshire,3
89,34,0.08,4.43,476,Lake Rossburgh,7
235,48,0.10,4.96,784,Feestport,6
181,72,0.08,4.15,57,East Olamouth,9
225,58,0.10,0.18,751,Shanelview,6
91,58,0.09,4.95,155,Ryleemouth,5
307,74,0.08,3.7,206,South Obie,7
315,58,0.08,0.2,2,East Novellabury,10
232,62,0.12,4.3,90,North Layla,6
196,62,0.08,1.2,986,Hesselview,7
254,65,0.08,1.59,337,West Jeremie,9
83,73,0.08,1.93,167,Lake Greg,10
95,33,0.12,4.4,813,Lake Tommiestad,2
319,33,0.11,2.44,298,Dallasland,3
285,34,0.11,2.53,999,Port Abeltown,6
103,23,0.08,1.92,250,Ozellachester,5
183,34,0.10,3.4,942,New Amiya,4
125,62,0.09,0.66,393,Port Alfonzo,2
214,26,0.11,4.74,112,Ryanport,2
271,22,0.11,1.1,624,East Keithview,9
109,25,0.11,2.07,702,Lorabury,8
130,22,0.11,0.66,627,Lake Loraport,2
159,64,0.10,4.76,645,Lake Harrisonhaven,5
169,55,0.12,0.68,717,Cummingsfurt,10
271,26,0.08,0.85,945,Russelberg,7
228,45,0.08,0.35,383,Lake Olga,8
314,76,0.11,4.1,495,Okunevahaven,9
169,64,0.09,0.45,122,Handfort,4
244,24,0.11,3.62,663,Hammesshire,10
123,67,0.1,2.8,769,Pourosmouth,6
118,25,0.12,0.41,800,Leannonfort,9
125,59,0.08,0.25,29,Abbigailbury,6
191,34,0.09,3.09,862,Johnstonton,4
290,62,0.11,1.68,317,North Kameron,10
154,30,0.09,1.99,389,Craigstad,3
201,60,0.10,1.52,587,Kertzmanntown,10
160,29,0.10,3.61,686,South Avismouth,6
131,57,0.11,3.48,788,Port Darionchester,7
159,58,0.12,0.73,931,Wandaville,8
300,36,0.11,4.66,178,New Hilarioview,5
92,61,0.10,2.21,605,East Deshaun,4
360,50,0.11,1.07,454,Lerabury,4
103,75,0.09,4.2,380,Priceberg,6
119,78,0.11,3.58,24,Lake Rebeca,6
124,33,0.12,3.56,75,West Demario,9
325,28,0.12,1.7,823,West Isomshire,6
251,51,0.11,0.15,159,New Virginia,7
279,70,0.08,1.19,890,Lynchstad,6
208,70,0.11,1.01,373,Leoneburgh,6
70,28,0.08,0.63,648,Bernieland,8
269,62,0.08,0.21,308,Hermistonbury,4
118,53,0.09,4.2,652,Lueilwitztown,5
133,28,0.10,1.21,713,West Trevion,10
293,78,0.12,0.44,622,Emilioview,10
231,45,0.08,4.93,481,Magalitown,9
91,67,0.1,2.82,182,Mooretown,5
327,40,0.12,1.04,427,Kesslerport,8
217,77,0.11,4.51,433,East Chaim,4
333,24,0.11,4.52,202,Ottismouth,4
225,42,0.10,2.34,534,Wymanburgh,7
122,24,0.10,4.48,858,West Brittanystad,6
141,38,0.08,2.42,204,New Mozellberg,7
77,21,0.09,2.7,988,Carmellastad,2
349,56,0.10,0.41,60,Hoppetown,5
293,61,0.09,0.33,147,Evangelinemouth,9
168,65,0.11,0.84,446,Shannonville,7
180,74,0.11,3.18,127,Lake Eugeniabury,5
219,22,0.11,3.04,805,Jeffreymouth,2
339,61,0.08,0.78,436,West Urban,3
98,52,0.11,4,277,Port Jenniebury,3
108,54,0.11,3.73,196,Johnsonport,9
135,25,0.09,2.48,700,East Maida,8
323,64,0.10,2.31,20,D'angeloton,6
334,48,0.11,4.86,239,Alizemouth,5
175,28,0.12,1.18,340,Orlochester,7
347,61,0.10,4.42,718,West Brennontown,7
115,75,0.12,2.99,111,North Kavonside,4
159,71,0.11,3.91,669,North Ed,6
277,47,0.10,1.47,49,Hoppeside,2
91,21,0.12,2.2,415,West Bettyefort,6
251,65,0.12,4.61,378,Christiantown,7
161,73,0.11,4.74,834,West Emmanuelmouth,10
249,56,0.11,3.19,229,New Reyes,4
227,46,0.10,4.42,440,Thompsonstad,8
273,35,0.11,3.13,425,Lucilemouth,4
275,73,0.10,4.51,457,Port Brocktown,4
172,57,0.11,2.89,371,East Torrance,7
103,52,0.10,1.69,61,Port Connor,7
222,32,0.10,3.33,990,Port Alan,10
215,76,0.08,0.57,954,Millerstad,10
264,39,0.10,3.67,279,Aliciaville,3
318,80,0.10,2.45,471,East Pedro,2
80,80,0.11,4.06,793,Andreborough,8
208,62,0.09,4.06,343,West Rodrick,4
99,35,0.08,1.55,767,Port Skylarchester,3
167,73,0.08,2.96,690,Port Freda,3
355,59,0.10,1.91,749,Halvorsonmouth,2
249,38,0.10,0.09,826,Larkinstad,6
149,29,0.12,4.54,276,Bogisichborough,9
194,33,0.10,3.02,596,North Jaceland,4
326,39,0.08,1.14,571,Runolfssonberg,10
92,70,0.10,2.16,448,Obiechester,2
222,45,0.11,1.69,405,Veronashire,8
129,58,0.08,0.76,782,Andersonberg,9
190,74,0.12,2.73,161,Rempelton,9
175,28,0.12,1.55,11,Schambergerhaven,6
247,72,0.12,1.86,532,Feliciastad,5
64,78,0.10,3.58,314,Kochberg,9
231,53,0.11,1.88,230,West Malindabury,8
303,76,0.09,0.36,374,North Marielle,6
201,57,0.11,2.52,90,Modestastad,3
267,65,0.12,4.41,604,Willton,3
154,49,0.08,2.6,196,Millieside,6
235,62,0.08,1.63,678,Lake Estrellabury,8
149,75,0.10,4.87,518,East Christianview,8
76,32,0.08,3.02,951,Marcelinoburgh,5
73,79,0.09,4.89,957,Lake Merlinport,3
66,69,0.10,4.18,54,New Austinfurt,4
219,52,0.12,1.49,208,Brantstad,4
175,36,0.09,2.95,473,West Elias,6
157,33,0.08,4.9,474,Kellenfurt,3
198,50,0.08,3.39,479,West Westonstad,10
222,52,0.08,0.97,139,Sharontown,8
62,28,0.09,0.7,15,Alberthafurt,10
117,24,0.11,2.04,521,South Nolan,9
272,32,0.12,2.77,401,East Billiebury,6
328,77,0.11,3.14,100,East Nyah,4
276,33,0.11,3.58,789,Port Darby,4
151,27,0.11,3.21,604,Lake Antonietta,2
334,33,0.12,2.61,694,Douglasville,2
338,78,0.12,3.51,812,Schoenmouth,7
224,47,0.10,3.83,303,Lake Carmelo,9
265,77,0.10,3.25,232,Langoshtown,6
296,62,0.09,3.4,286,Lubowitzchester,7
251,28,0.08,0.26,139,Lake Golden,5
211,56,0.10,4.34,538,Pouroschester,10
128,40,0.12,0.92,197,Kaitlynmouth,2
218,29,0.09,0.67,643,Daniellefurt,6
348,29,0.09,0.48,68,Borerview,5
331,75,0.12,1.45,429,New Everettton,2
261,30,0.11,0.29,254,Lake Helentown,3
119,35,0.12,3.93,298,East Rustyville,2
297,46,0.10,4.43,24,Doylebury,5
320,33,0.08,0.18,389,North Kaciview,8
341,80,0.08,1.1,307,Maudietown,2
194,48,0.11,2.17,435,Port Kearamouth,4
210,50,0.12,3.7,858,Davisburgh,9
167,27,0.10,0.45,960,Fisherfurt,3
138,54,0.12,1.66,604,Beiermouth,4
155,73,0.09,0.87,107,Lake Maximilianside,9
287,78,0.12,2.47,939,Vonmouth,8
347,73,0.10,1.65,18,Elwynberg,8
289,79,0.09,0.59,506,Hudsonstad,7
79,77,0.09,4.92,174,Baileyton,2
210,44,0.08,3.45,61,Daishahaven,6
135,41,0.10,3.89,161,Port Modesto,7
123,63,0.12,0.39,506,Hudsonborough,7
197,41,0.12,1.23,193,Collierland,9
245,60,0.10,1.89,344,Lebsackfort,9
270,34,0.12,4.52,792,Metaland,3
167,50,0.10,2.64,808,Danialtown,7
317,80,0.09,1.93,930,Port Jolieberg,6
263,28,0.11,4.12,873,Wardland,9
327,28,0.1,2.93,944,Rogelioton,8
106,63,0.11,4.2,699,Jakaylaport,2
150,35,0.08,0.9,368,Effertzton,3
273,77,0.10,0.44,63,Lake Scarlettbury,10
108,78,0.11,3.07,346,New Valentintown,5
116,71,0.11,1.62,914,Corkeryton,9
89,55,0.11,4.82,388,Wunschchester,3
91,35,0.08,0.57,242,Lake Lorenzamouth,5
274,74,0.09,3.79,606,Tyreekmouth,6
281,69,0.12,2,239,South Karolann,3
86,72,0.10,2.7,857,Sadiebury,9
281,44,0.09,3.03,948,Dietrichtown,10
112,26,0.10,3.39,531,New Devinland,8
144,79,0.10,1.86,473,West Evansmouth,9
